"Fap","statut","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"S1Z80","Contrats à durée déterminée","2017-2019",5.47512796371188,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","Contrats ou emplois à durée indéterminée","2017-2019",94.2804087607328,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","Intérimaires","2017-2019",0.244463275555366,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","Non-salariés, chefs d'entreprise","2017-2019",NA,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"B6Z73","Apprentis","2003-2005",0.648459471088538,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Contrats à durée déterminée","2003-2005",4.79835999409996,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Contrats ou emplois à durée indéterminée","2003-2005",92.9386510589111,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Intérimaires","2003-2005",1.61452947590038,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Non-salariés, chefs d'entreprise","2003-2005",NA,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Apprentis","2017-2019",2.14415839481926,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Contrats à durée déterminée","2017-2019",3.13408355008228,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Contrats ou emplois à durée indéterminée","2017-2019",91.9845745527894,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Intérimaires","2017-2019",2.73718350230904,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","Non-salariés, chefs d'entreprise","2017-2019",NA,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"N0Z91","Apprentis","2003-2005",0,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Contrats à durée déterminée","2003-2005",26.8773578268007,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Contrats ou emplois à durée indéterminée","2003-2005",72.7377326996145,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Intérimaires","2003-2005",0.384909473584807,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Non-salariés, chefs d'entreprise","2003-2005",NA,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Apprentis","2017-2019",0,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Contrats à durée déterminée","2017-2019",29.3217691307003,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Contrats ou emplois à durée indéterminée","2017-2019",70.6782308692997,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Intérimaires","2017-2019",0,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","Non-salariés, chefs d'entreprise","2017-2019",NA,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"X0Z01","Apprentis","2003-2005",NA,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Contrats à durée déterminée","2003-2005",4.56450424000451,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Contrats ou emplois à durée indéterminée","2003-2005",95.4354957599955,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Intérimaires","2003-2005",NA,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Non-salariés, chefs d'entreprise","2003-2005",NA,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Apprentis","2017-2019",NA,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Contrats à durée déterminée","2017-2019",1.21056044098879,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Contrats ou emplois à durée indéterminée","2017-2019",98.7894395590112,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Intérimaires","2017-2019",NA,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","Non-salariés, chefs d'entreprise","2017-2019",NA,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"T0Z","Apprentis","1982-1984",14.1395418766367,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Contrats à durée déterminée","1982-1984",4.98617183055684,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Contrats ou emplois à durée indéterminée","1982-1984",44.4414800584592,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Intérimaires","1982-1984",0.238100974403108,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Non-salariés, chefs d'entreprise","1982-1984",36.1947052599442,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Apprentis","2017-2019",8.2037470942264,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Contrats à durée déterminée","2017-2019",4.00120236317474,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Contrats ou emplois à durée indéterminée","2017-2019",38.3987263752007,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Intérimaires","2017-2019",0.289451746340606,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","Non-salariés, chefs d'entreprise","2017-2019",49.1068724210576,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Apprentis","2003-2005",10.7828475056485,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Contrats à durée déterminée","2003-2005",5.65347466841149,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Contrats ou emplois à durée indéterminée","2003-2005",47.9514917184044,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Intérimaires","2003-2005",0.232330199476941,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Non-salariés, chefs d'entreprise","2003-2005",35.3798559080586,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Apprentis","2017-2019",8.2037470942264,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Contrats à durée déterminée","2017-2019",4.00120236317474,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Contrats ou emplois à durée indéterminée","2017-2019",38.3987263752007,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Intérimaires","2017-2019",0.289451746340606,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","Non-salariés, chefs d'entreprise","2017-2019",49.1068724210576,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"R","Apprentis","1982-1984",1.18223018030302,"Commerce","R","Commerce",NA,NA
"R","Contrats à durée déterminée","1982-1984",4.19698215948232,"Commerce","R","Commerce",NA,NA
"R","Contrats ou emplois à durée indéterminée","1982-1984",66.3552702292189,"Commerce","R","Commerce",NA,NA
"R","Intérimaires","1982-1984",0.240922339817212,"Commerce","R","Commerce",NA,NA
"R","Non-salariés, chefs d'entreprise","1982-1984",28.0245950911786,"Commerce","R","Commerce",NA,NA
"R","Apprentis","2017-2019",2.17634618885991,"Commerce","R","Commerce",NA,NA
"R","Contrats à durée déterminée","2017-2019",7.1664687001313,"Commerce","R","Commerce",NA,NA
"R","Contrats ou emplois à durée indéterminée","2017-2019",77.0321448047898,"Commerce","R","Commerce",NA,NA
"R","Intérimaires","2017-2019",0.997848444888902,"Commerce","R","Commerce",NA,NA
"R","Non-salariés, chefs d'entreprise","2017-2019",12.6271918613302,"Commerce","R","Commerce",NA,NA
"U","Apprentis","1982-1984",0.100476470412995,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Contrats à durée déterminée","1982-1984",11.1833430437582,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Contrats ou emplois à durée indéterminée","1982-1984",63.5035230539815,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Intérimaires","1982-1984",0.338257388025871,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Non-salariés, chefs d'entreprise","1982-1984",24.8744000438214,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Apprentis","2017-2019",1.33344797424433,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Contrats à durée déterminée","2017-2019",18.8169285038374,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Contrats ou emplois à durée indéterminée","2017-2019",50.2717907264543,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Intérimaires","2017-2019",0.744695521634698,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","Non-salariés, chefs d'entreprise","2017-2019",28.8331372738293,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"T3Z60","Apprentis","2003-2005",0.18037017276333,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Contrats à durée déterminée","2003-2005",1.91362321444886,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Contrats ou emplois à durée indéterminée","2003-2005",97.8478574227626,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Intérimaires","2003-2005",0.0581491900251929,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Non-salariés, chefs d'entreprise","2003-2005",NA,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Apprentis","2017-2019",0,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Contrats à durée déterminée","2017-2019",2.05351229765734,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Contrats ou emplois à durée indéterminée","2017-2019",96.697709337954,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Intérimaires","2017-2019",1.24877836438871,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","Non-salariés, chefs d'entreprise","2017-2019",NA,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"A0Z43","Apprentis","2003-2005",0.555816538681575,"Conducteurs d'engins agricoles ou forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z43","Contrats à durée déterminée","2003-2005",12.3473663997108,"Conducteurs d'engins agricoles ou forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
